Log,Label
176 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.122.38,Anomaly
177 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.73.188,Anomaly
178 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.214.112,Anomaly
178 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.74.134,Anomaly
179 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.106.37,Anomaly
179 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.75.79,Anomaly
180 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.195.70,Anomaly
180 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.107.19,Anomaly
181 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.214.175,Anomaly
181 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.106.10,Anomaly
182 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.89.155,Anomaly
183 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.250.11.100,Anomaly
184 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.43.192,Anomaly
185 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.250.10.6,Anomaly
186 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.110.160,Anomaly
187 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.250.14.196,Anomaly
19 INFO dfs.FSNamesystem: BLOCK* ask 10.251.31.5:50010 to replicate  to datanode(s) 10.251.90.64:50010,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111.,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000081_0/part-00081.,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000121_0/part-00121.,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000007_0/part-00007.,Anomaly
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000098_0/part-00098.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000010_0/part-00010.,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084.,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086.,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000002_0/part-00002.,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000042_0/part-00042.,Normal
144 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.125.193:54957 dest: /10.251.125.193:50010,Normal
144 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.243:46722 dest: /10.251.127.243:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.42.9:36585 dest: /10.251.42.9:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.75.79:36695 dest: /10.251.75.79:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.31.5:46421 dest: /10.251.31.5:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.111.209:38029 dest: /10.251.111.209:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.17.225:38889 dest: /10.250.17.225:50010,Normal
145 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.125.193:45585 dest: /10.251.125.193:50010,Normal
146 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.30.101,Normal
146 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block  to /10.251.43.210,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.85:54075 dest: /10.251.30.85:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.85:38845 dest: /10.251.30.85:50010,Anomaly
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.125.193:39521 dest: /10.251.125.193:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.134:34463 dest: /10.251.30.134:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.66.63:36747 dest: /10.251.66.63:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.65.203:36943 dest: /10.251.65.203:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.191:50796 dest: /10.251.127.191:50010,Normal
146 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.243:54083 dest: /10.251.127.243:50010,Normal
147 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.126.255,Normal
147 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block  to /10.251.214.112,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.31.160:46736 dest: /10.251.31.160:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.5:60585 dest: /10.251.126.5:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.111.209:40622 dest: /10.251.111.209:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.71.240:34005 dest: /10.251.71.240:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.66.192:44224 dest: /10.251.66.192:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.66.63:36748 dest: /10.251.66.63:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.191:34207 dest: /10.251.127.191:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.65.203:54609 dest: /10.251.65.203:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.227:52015 dest: /10.251.126.227:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.6:54292 dest: /10.251.30.6:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.227:44938 dest: /10.251.126.227:50010,Normal
147 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.5:60770 dest: /10.251.126.5:50010,Normal
148 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.42.84,Normal
148 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block  to /10.251.106.37,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.85:35028 dest: /10.251.30.85:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.19.227:32807 dest: /10.250.19.227:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.31.242:42713 dest: /10.251.31.242:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.66.192:45547 dest: /10.251.66.192:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.215.16:44114 dest: /10.251.215.16:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.191:43614 dest: /10.251.127.191:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.42.84:42170 dest: /10.251.42.84:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.214.225:40335 dest: /10.251.214.225:50010,Normal
148 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.214.225:53278 dest: /10.251.214.225:50010,Normal
149 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.215.70,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.19.227:34262 dest: /10.250.19.227:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.19.227:52061 dest: /10.250.19.227:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.65.203:36949 dest: /10.251.65.203:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.65.203:51079 dest: /10.251.65.203:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.71.16:51633 dest: /10.251.71.16:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.85:35029 dest: /10.251.30.85:50010,Anomaly
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.17.225:52294 dest: /10.250.17.225:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.125.193:39202 dest: /10.251.125.193:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.5:50482 dest: /10.251.126.5:50010,Normal
149 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.75.49:36547 dest: /10.251.75.49:50010,Normal
150 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.42.246,Normal
150 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.19.227:34263 dest: /10.250.19.227:50010,Normal
150 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.30.134:58614 dest: /10.251.30.134:50010,Normal
151 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.42.191,Normal
151 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block  to /10.251.111.37,Normal
152 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.214.130,Normal
153 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.17.225:58911 dest: /10.250.17.225:50010,Normal
154 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.39.179,Normal
154 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.250.17.225:58915 dest: /10.250.17.225:50010,Normal
155 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.250.11.100,Normal
156 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.43.192,Normal
158 INFO dfs.DataNode$DataXceiver: 10.251.31.5:50010 Served block  to /10.251.122.38,Normal
158 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block  to /10.251.123.20,Normal
159 INFO dfs.DataNode$DataXceiver: 10.251.31.5:50010 Served block  to /10.251.107.98,Normal
161 INFO dfs.DataNode$DataXceiver: 10.251.107.19:50010 Served block  to /10.251.89.155,Normal
161 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.111.209:48114 dest: /10.251.111.209:50010,Normal
162 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block  to /10.251.74.134,Normal
162 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.111.209:48116 dest: /10.251.111.209:50010,Normal
162 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.126.227:34354 dest: /10.251.126.227:50010,Normal
163 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block  to /10.251.193.224,Normal
163 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.194.213,Normal
164 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block  to /10.251.194.129,Normal
164 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block  to /10.251.193.175,Normal
164 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block  to /10.250.14.196,Normal
164 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.74.79,Normal
165 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block  to /10.251.107.242,Normal
165 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block  to /10.251.107.50,Normal
165 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block  to /10.250.7.244,Normal
165 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.73.188,Normal
166 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block  to /10.251.197.226,Normal
166 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.214.32,Normal
167 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block  to /10.251.110.68,Normal
167 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block  to /10.251.203.4,Normal
167 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.123.99,Normal
168 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.107.227,Normal
168 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.127.243:39762 dest: /10.251.127.243:50010,Normal
169 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.111.80,Normal
170 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block  to /10.251.71.146,Normal
177 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.123.20,Anomaly
178 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.74.79,Anomaly
179 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.107.242,Anomaly
180 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.123.99,Anomaly
181 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.193.175,Anomaly
182 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.107.227,Anomaly
183 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.123.1,Anomaly
183 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.107.50,Anomaly
184 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.110.68,Anomaly
184 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block  to /10.251.111.228,Anomaly
185 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.197.226,Anomaly
186 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.195.52,Anomaly
187 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block  to /10.251.122.79,Anomaly
188 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.250.7.244,Anomaly
189 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.111.37,Anomaly
190 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.111.80,Anomaly
191 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.107.98,Anomaly
192 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.71.146,Anomaly
193 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block  to /10.251.123.132,Anomaly
19 INFO dfs.DataNode: 10.251.31.5:50010 Starting thread to transfer block  to 10.251.90.64:50010,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000026_0/part-00026.,Normal
26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000112_0/part-00112.,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000009_0/part-00009.,Normal
27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000141_0/part-00141.,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000124_0/part-00124.,Normal
28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000131_0/part-00131.,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000048_0/part-00048.,Normal
29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000119_0/part-00119.,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000024_0/part-00024.,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000058_0/part-00058.,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000060_0/part-00060.,Normal
30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000122_0/part-00122.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000005_0/part-00005.,Anomaly
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000021_0/part-00021.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000022_0/part-00022.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000031_0/part-00031.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000120_0/part-00120.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000127_0/part-00127.,Normal
31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000143_0/part-00143.,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000006_0/part-00006.,Normal
32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000123_0/part-00123.,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000011_0/part-00011.,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000117_0/part-00117.,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000118_0/part-00118.,Normal
33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000126_0/part-00126.,Normal
34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000015_0/part-00015.,Normal
35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000034_0/part-00034.,Normal
144 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.43.115:52926 dest: /10.251.43.115:50010,Normal
144 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.43.147:35148 dest: /10.251.43.147:50010,Normal
144 INFO dfs.DataNode$DataXceiver: Receiving block  src: /10.251.43.147:37587 dest: /10.251.43.147:50010,Normal
